COUNTRY,PSRAID,MUSLIM,Q34A
Britain,103872,Not Muslim,Some confidence
Britain,103873,Not Muslim,Some confidence
Britain,103874,Not Muslim,Some confidence
Britain,103875,Not Muslim,Some confidence
Britain,103876,Not Muslim,Some confidence
Britain,103877,Not Muslim,Not too much confidence
Britain,103878,Not Muslim,Some confidence
Britain,103879,Not Muslim,Not too much confidence
Britain,103880,Not Muslim,A lot of confidence
Britain,103881,Not Muslim,A lot of confidence
Britain,103882,Not Muslim,A lot of confidence
Britain,103883,Not Muslim,A lot of confidence
Britain,103884,Not Muslim,A lot of confidence
Britain,103885,Not Muslim,A lot of confidence
Britain,103886,Not Muslim,A lot of confidence
Britain,103887,Not Muslim,Some confidence
Britain,103888,Not Muslim,A lot of confidence
Britain,103889,Not Muslim,Some confidence
Britain,103890,Not Muslim,A lot of confidence
Britain,103891,Not Muslim,No confidence at all
Britain,103892,Not Muslim,A lot of confidence
Britain,103893,Not Muslim,Some confidence
Britain,103894,Muslim,Some confidence
Britain,103895,Not Muslim,A lot of confidence
Britain,103896,Not Muslim,Not too much confidence
Britain,103897,Not Muslim,A lot of confidence
Britain,103898,Not Muslim,Some confidence
Britain,103899,Not Muslim,Some confidence
Britain,103900,Not Muslim,A lot of confidence
Britain,103901,Not Muslim,A lot of confidence
Britain,103902,Not Muslim,Some confidence
Britain,103903,Not Muslim,A lot of confidence
Britain,103904,Not Muslim,Some confidence
Britain,103905,Not Muslim,A lot of confidence
Britain,103906,Not Muslim,No confidence at all
Britain,103907,Not Muslim,Some confidence
Britain,103908,Not Muslim,No confidence at all
Britain,103909,Not Muslim,A lot of confidence
Britain,103910,Not Muslim,A lot of confidence
Britain,103911,Not Muslim,A lot of confidence
Britain,103912,Muslim,Some confidence
Britain,103913,Not Muslim,A lot of confidence
France,103914,Not Muslim,Some confidence
France,103915,Not Muslim,Some confidence
France,103916,Not Muslim,A lot of confidence
France,103917,Not Muslim,Some confidence
France,103918,Not Muslim,Some confidence
France,103919,Not Muslim,A lot of confidence
France,103920,Not Muslim,Some confidence
France,103921,Not Muslim,Some confidence
France,103922,Not Muslim,A lot of confidence
France,103923,Not Muslim,Some confidence
France,103924,Not Muslim,Not too much confidence
France,103925,Not Muslim,Some confidence
France,103926,Not Muslim,No confidence at all
France,103927,Not Muslim,Not too much confidence
France,103928,Not Muslim,Not too much confidence
France,103929,Not Muslim,Some confidence
France,103930,Not Muslim,A lot of confidence
France,103931,Not Muslim,Some confidence
France,103932,Not Muslim,Some confidence
France,103933,Not Muslim,Some confidence
France,103934,Not Muslim,Some confidence
France,103935,Not Muslim,Some confidence
France,103936,Not Muslim,Some confidence
France,103937,Not Muslim,Some confidence
France,103938,Not Muslim,Some confidence
France,103939,Not Muslim,A lot of confidence
France,103940,Not Muslim,Not too much confidence
France,103941,Not Muslim,Some confidence
France,103942,Not Muslim,Some confidence
France,103943,Not Muslim,A lot of confidence
France,103944,Not Muslim,A lot of confidence
France,103945,Not Muslim,Not too much confidence
France,103946,Not Muslim,Some confidence
France,103947,Not Muslim,Some confidence
France,103948,Not Muslim,Some confidence
France,103949,Not Muslim,Some confidence
France,103950,Not Muslim,Some confidence
France,103951,Not Muslim,A lot of confidence
France,103952,Not Muslim,Some confidence
France,103953,Not Muslim,Some confidence
France,103954,Not Muslim,Some confidence
France,103955,Not Muslim,A lot of confidence
France,103956,Not Muslim,Some confidence
France,103957,Not Muslim,Not too much confidence
France,103958,Not Muslim,A lot of confidence
France,103959,Not Muslim,A lot of confidence
France,103960,Muslim,Some confidence
France,103961,Not Muslim,Some confidence
France,103962,Not Muslim,Some confidence
France,103963,Not Muslim,Some confidence
France,103964,Not Muslim,Some confidence
France,103965,Not Muslim,A lot of confidence
France,103966,Not Muslim,Some confidence
France,103967,Not Muslim,Some confidence
France,103968,Not Muslim,Some confidence
France,103969,Not Muslim,Some confidence
France,103970,Not Muslim,Some confidence
France,103971,Not Muslim,A lot of confidence
France,103972,Not Muslim,Some confidence
France,103973,Not Muslim,A lot of confidence
France,103974,Not Muslim,A lot of confidence
France,103975,Not Muslim,No confidence at all
France,103976,Not Muslim,Some confidence
France,103977,Not Muslim,Some confidence
France,103978,Not Muslim,A lot of confidence
France,103979,Not Muslim,Some confidence
France,103980,Not Muslim,A lot of confidence
France,103981,Not Muslim,Not too much confidence
France,103982,Not Muslim,Not too much confidence
France,103983,Not Muslim,Some confidence
France,103984,Not Muslim,A lot of confidence
France,103985,Not Muslim,Some confidence
France,103986,Not Muslim,Some confidence
France,103987,Not Muslim,Some confidence
France,103988,Not Muslim,Some confidence
France,103989,Not Muslim,A lot of confidence
France,103990,Not Muslim,Some confidence
France,103991,Not Muslim,Some confidence
France,103992,Not Muslim,Some confidence
France,103993,Not Muslim,Some confidence
France,103994,Not Muslim,A lot of confidence
France,103995,Not Muslim,Not too much confidence
France,103996,Not Muslim,Some confidence
France,103997,Not Muslim,No confidence at all
France,103998,Not Muslim,Not too much confidence
France,103999,Not Muslim,Some confidence
France,104000,Not Muslim,A lot of confidence
France,104001,Not Muslim,Some confidence
France,104002,Not Muslim,Some confidence
France,104003,Not Muslim,Some confidence
France,104004,Not Muslim,Some confidence
France,104005,Not Muslim,Some confidence
France,104006,Not Muslim,Some confidence
France,104007,Not Muslim,Some confidence
France,104008,Not Muslim,Some confidence
France,104009,Not Muslim,Some confidence
France,104010,Not Muslim,A lot of confidence
France,104011,Not Muslim,No confidence at all
France,104012,Not Muslim,Not too much confidence
France,104013,Not Muslim,Some confidence
France,104014,Not Muslim,A lot of confidence
France,104015,Not Muslim,Some confidence
France,104016,Not Muslim,Some confidence
France,104017,Not Muslim,Some confidence
France,104018,Not Muslim,A lot of confidence
France,104019,Not Muslim,Some confidence
France,104020,Not Muslim,Some confidence
France,104021,Not Muslim,A lot of confidence
France,104022,Not Muslim,Some confidence
France,104023,Not Muslim,Some confidence
France,104024,Muslim,Some confidence
France,104025,Not Muslim,Some confidence
France,104026,Not Muslim,A lot of confidence
France,104027,Not Muslim,Some confidence
France,104028,Not Muslim,Some confidence
France,104029,Not Muslim,Some confidence
France,104030,Not Muslim,No confidence at all
France,104031,Not Muslim,A lot of confidence
France,104032,Not Muslim,Some confidence
France,104033,Not Muslim,Some confidence
France,104034,Not Muslim,A lot of confidence
France,104035,Not Muslim,A lot of confidence
France,104036,Not Muslim,A lot of confidence
France,104037,Not Muslim,Some confidence
France,104038,Not Muslim,Some confidence
France,104039,Not Muslim,A lot of confidence
France,104040,Not Muslim,A lot of confidence
France,104041,Not Muslim,Some confidence
France,104042,Not Muslim,Some confidence
France,104043,Not Muslim,Some confidence
France,104044,Not Muslim,Some confidence
France,104045,Not Muslim,A lot of confidence
France,104046,Not Muslim,Some confidence
France,104047,Not Muslim,Some confidence
France,104048,Not Muslim,Some confidence
France,104049,Not Muslim,Some confidence
France,104050,Not Muslim,Some confidence
France,104051,Not Muslim,A lot of confidence
France,104052,Not Muslim,A lot of confidence
France,104053,Not Muslim,A lot of confidence
France,104054,Not Muslim,Some confidence
France,104055,Not Muslim,Some confidence
France,104056,Not Muslim,A lot of confidence
France,104057,Not Muslim,Some confidence
France,104058,Not Muslim,Some confidence
France,104059,Not Muslim,Some confidence
France,104060,Not Muslim,Some confidence
France,104061,Not Muslim,Some confidence
France,104062,Not Muslim,Some confidence
France,104063,Not Muslim,Some confidence
France,104064,Not Muslim,Some confidence
France,104065,Not Muslim,Not too much confidence
France,104066,Not Muslim,Some confidence
France,104067,Not Muslim,Some confidence
France,104068,Not Muslim,Some confidence
France,104069,Not Muslim,Some confidence
France,104070,Not Muslim,Some confidence
France,104071,Not Muslim,No confidence at all
France,104072,Not Muslim,Some confidence
France,104073,Not Muslim,Not too much confidence
France,104074,Not Muslim,Some confidence
France,104075,Not Muslim,Some confidence
France,104076,Not Muslim,Some confidence
France,104077,Not Muslim,Some confidence
France,104078,Not Muslim,No confidence at all
France,104079,Not Muslim,Not too much confidence
France,104080,Not Muslim,Some confidence
France,104081,Not Muslim,Not too much confidence
France,104082,Not Muslim,No confidence at all
France,104083,Not Muslim,A lot of confidence
France,104084,Not Muslim,Not too much confidence
France,104085,Not Muslim,A lot of confidence
France,104086,Not Muslim,Some confidence
France,104087,Not Muslim,Some confidence
France,104088,Not Muslim,Some confidence
France,104089,Muslim,Some confidence
France,104090,Not Muslim,Some confidence
France,104091,Not Muslim,A lot of confidence
France,104092,Not Muslim,A lot of confidence
France,104093,Not Muslim,A lot of confidence
France,104094,Not Muslim,A lot of confidence
France,104095,Not Muslim,A lot of confidence
France,104096,Not Muslim,A lot of confidence
France,104097,Not Muslim,Some confidence
France,104098,Not Muslim,Not too much confidence
France,104099,Not Muslim,Some confidence
France,104100,Not Muslim,Some confidence
France,104101,Not Muslim,Some confidence
France,104102,Not Muslim,A lot of confidence
France,104103,Not Muslim,Some confidence
France,104104,Not Muslim,Not too much confidence
France,104105,Not Muslim,Some confidence
France,104106,Not Muslim,Some confidence
France,104107,Not Muslim,A lot of confidence
France,104108,Not Muslim,A lot of confidence
France,104109,Muslim,A lot of confidence
France,104110,Not Muslim,A lot of confidence
France,104111,Not Muslim,Some confidence
France,104112,Not Muslim,Some confidence
France,104113,Not Muslim,Some confidence
France,104114,Not Muslim,Not too much confidence
France,104115,Not Muslim,A lot of confidence
France,104116,Not Muslim,Some confidence
France,104117,Not Muslim,Some confidence
France,104118,Not Muslim,Some confidence
France,104119,Not Muslim,Some confidence
France,104120,Not Muslim,Some confidence
France,104121,Not Muslim,Not too much confidence
France,104122,Not Muslim,A lot of confidence
France,104123,Not Muslim,Some confidence
France,104124,Not Muslim,Some confidence
France,104125,Not Muslim,A lot of confidence
France,104126,Not Muslim,Some confidence
France,104127,Not Muslim,Some confidence
France,104128,Not Muslim,Some confidence
France,104129,Not Muslim,A lot of confidence
France,104130,Not Muslim,Some confidence
France,104131,Not Muslim,Some confidence
France,104132,Not Muslim,Some confidence
France,104133,Not Muslim,Not too much confidence
France,104134,Not Muslim,Some confidence
France,104135,Not Muslim,A lot of confidence
France,104136,Not Muslim,A lot of confidence
France,104137,Not Muslim,A lot of confidence
France,104138,Not Muslim,A lot of confidence
France,104139,Not Muslim,Some confidence
France,104140,Not Muslim,A lot of confidence
France,104141,Not Muslim,Not too much confidence
France,104142,Not Muslim,A lot of confidence
France,104143,Not Muslim,Not too much confidence
France,104144,Not Muslim,A lot of confidence
France,104145,Not Muslim,No confidence at all
France,104146,Not Muslim,Some confidence
France,104147,Not Muslim,Some confidence
France,104148,Not Muslim,A lot of confidence
France,104149,Not Muslim,A lot of confidence
France,104150,Not Muslim,Some confidence
France,104151,Not Muslim,A lot of confidence
France,104152,Not Muslim,Some confidence
France,104153,Not Muslim,A lot of confidence
France,104154,Not Muslim,Some confidence
France,104155,Not Muslim,Some confidence
France,104156,Not Muslim,Some confidence
France,104157,Not Muslim,Some confidence
France,104158,Not Muslim,Some confidence
France,104159,Not Muslim,Some confidence
France,104160,Not Muslim,Some confidence
France,104161,Not Muslim,Some confidence
France,104162,Not Muslim,Some confidence
France,104163,Not Muslim,Some confidence
France,104164,Not Muslim,Some confidence
France,104165,Not Muslim,A lot of confidence
France,104166,Not Muslim,Some confidence
France,104167,Not Muslim,Some confidence
France,104168,Not Muslim,A lot of confidence
France,104169,Not Muslim,Some confidence
France,104170,Not Muslim,Some confidence
France,104171,Not Muslim,A lot of confidence
France,104172,Not Muslim,A lot of confidence
France,104173,Not Muslim,Some confidence
France,104174,Not Muslim,No confidence at all
France,104175,Not Muslim,Some confidence
France,104176,Not Muslim,Not too much confidence
France,104177,Not Muslim,Some confidence
France,104178,Not Muslim,Some confidence
France,104179,Not Muslim,Some confidence
France,104180,Muslim,Not too much confidence
France,104181,Not Muslim,No confidence at all
France,104182,Not Muslim,Some confidence
France,104183,Not Muslim,Some confidence
France,104184,Not Muslim,Some confidence
France,104185,Not Muslim,Some confidence
France,104186,Not Muslim,A lot of confidence
France,104187,Not Muslim,A lot of confidence
France,104188,Not Muslim,A lot of confidence
France,104189,Not Muslim,Some confidence
France,104190,Muslim,A lot of confidence
France,104191,Not Muslim,Some confidence
France,104192,Not Muslim,Some confidence
France,104193,Not Muslim,Some confidence
France,104194,Not Muslim,Some confidence
France,104195,Not Muslim,Some confidence
France,104196,Not Muslim,Not too much confidence
France,104197,Not Muslim,Some confidence
France,104198,Not Muslim,Some confidence
France,104199,Not Muslim,Some confidence
France,104200,Not Muslim,Some confidence
France,104201,Not Muslim,Some confidence
France,104202,Not Muslim,A lot of confidence
France,104203,Muslim,Some confidence
France,104204,Not Muslim,Not too much confidence
France,104205,Not Muslim,Some confidence
France,104206,Not Muslim,Some confidence
France,104207,Not Muslim,Some confidence
France,104208,Not Muslim,Some confidence
